link,latitude,longitude,valor,iptu,condominio,area,quartos,banheiros,suites,vagas
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-125m2-venda-RS935000-id-2445994278/,-8.119515,-34.896602,R$ 935.000,Não informado,Não informado,125,4,4,2 suítes,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-185m2-venda-RS1200000-id-2443948805/,-8.116261,-34.899047,R$ 1.200.000,Não informado,Não informado,185,4,4,4 suítes,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-120m2-venda-RS440000-id-2444171295/,-34.900745,-8.123144,R$ 440.000,Não informado,Não informado,120,3,3,2 suítes,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-47m2-venda-RS357000-id-1040597042/,-8.13359,-34.909182,R$ 357.000,,R$ 400,47,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-56m2-venda-RS440000-id-1040285163/,-8.107892,-34.888366,R$ 440.000,Não informado,Não informado,56,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-73m2-venda-RS320000-id-2444440986/,-8.125013,-34.904338,R$ 320.000,R$ 1.023,R$ 560,73,3,3,,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-165m2-venda-RS270000-id-2441228781/,-8.133977,-34.90565,R$ 270.000,R$ 130,R$ 830,165,3,1,2 suítes,
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-156m2-venda-RS350000-id-2437220785/,-8.13041,-34.899887,R$ 350.000,R$ 1.416,R$ 1.288,156,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-70m2-venda-RS230000-id-2446826933/,-8.119802,-34.910449,R$ 230.000,R$ 1,R$ 225,70,2,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-107m2-venda-RS590000-id-2446112179/,-8.126764,-34.903424,R$ 590.000,Não informado,Não informado,107,2,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-122m2-venda-RS490000-id-85724430/,-8.140953,-34.908107,R$ 490.000,Não informado,Não informado,122,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-86m2-venda-RS712000-id-1040595773/,-8.110679,-34.896579,R$ 712.000,,R$ 500,86,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-102m2-venda-RS420000-id-2436671074/,-8.125747,-34.906901,R$ 420.000,R$ 1.100,R$ 600,102,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-147m2-venda-RS1323000-id-2445789696/,-8.10305,-34.886964,R$ 1.323.000,Não informado,Não informado,147,4,5,3 suítes,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-163m2-venda-RS1155000-id-1994585475/,-34.892062,-8.109474,R$ 1.155.000,R$ 3.900,R$ 805,163,4,5,3 suítes,3
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-160m2-venda-RS980000-id-2439416533/,-8.112823,-34.893343,R$ 980.000,R$ 4.000,R$ 1.350,160,4,4,2 suítes,3
https://www.vivareal.com.br/imoveis-lancamento/residencial-paulista-1039714599/,-7.94428,-34.86784,R$ 136.767,,,40,2,1,,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-81m2-venda-RS630000-id-2445439150/,-8.112923,-34.901114,R$ 630.000,Não informado,Não informado,81,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-142m2-venda-RS980000-id-2436435040/,-8.145097,-34.906098,R$ 980.000,R$ 3.000,R$ 1.000,142,4,4,2 suítes,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS760000-id-2428048174/,-8.117808,-34.893909,R$ 760.000,R$ 354,R$ 1.111,136,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-60m2-venda-RS390000-id-2437933677/,-8.126271,-34.903793,R$ 390.000,,R$ 550,60,2,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-98m2-venda-RS590000-id-2441501686/,-8.120147,-34.899576,R$ 590.000,Não informado,Não informado,98,3,3,1 suíte,2
https://www.vivareal.com.br/imoveis-lancamento/parque-real-garden-9962/,-8.026368,-35.0013,R$ 141.717,,,42,2,1,,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-63m2-venda-RS370000-id-2447007393/,-8.13341,-34.908808,R$ 370.000,Não informado,Não informado,63,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-260m2-venda-RS2500000-id-2445715352/,-8.128986,-34.898632,R$ 2.500.000,Não informado,Não informado,260,4,6,4 suítes,3
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-180m2-venda-RS1950000-id-2441239881/,-8.104995,-34.887467,R$ 1.950.000,R$ 600,R$ 2.000,180,4,5,2 suítes,
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-68m2-venda-RS390000-id-2442367219/,-8.108156,-34.893136,R$ 390.000,,R$ 465,68,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-103m2-venda-RS850000-id-1039211470/,-8.115243,-34.893343,R$ 850.000,R$ 2.766,R$ 699,103,2,3,2 suítes,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-82m2-venda-RS360000-id-1042134415/,-34.908463,-8.124539,R$ 360.000,Não informado,Não informado,82,2,2,1 suíte,1
https://www.vivareal.com.br/imoveis-lancamento/edf-villarreal-2435841376/,-8.015949,-34.943856,R$ 319.000,,,61,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-55m2-venda-RS310000-id-2438902676/,-8.130906,-34.909954,R$ 310.000,,R$ 505,55,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-73m2-venda-RS370000-id-2441584977/,-34.907106,-8.143173,R$ 370.000,R$ 126,R$ 600,73,3,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-180m2-venda-RS2600000-id-2440942900/,-8.113703,-34.891219,R$ 2.600.000,Não informado,Não informado,180,3,1,3 suítes,3
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-73m2-venda-RS360000-id-2440035381/,-8.14183,-34.906452,R$ 360.000,,R$ 600,73,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-109m2-venda-RS590000-id-1212405479/,-8.125518,-34.903362,R$ 590.000,R$ 2.500,R$ 805,109,3,3,1 suíte,2
https://www.vivareal.com.br/imoveis-lancamento/ed-diplomata-5861/,-8.02734,-34.916324,R$ 310.000,,,49,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-80m2-venda-RS300000-id-2431945355/,-8.127117,-34.90237,R$ 300.000,R$ 820,R$ 750,80,2,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-56m2-venda-RS570000-id-1040551228/,-8.114017,-34.898879,R$ 570.000,,R$ 400,56,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-144m2-venda-RS490000-id-2432672391/,-8.126726,-34.902458,R$ 490.000,R$ 240,R$ 1.000,144,3,4,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-69m2-venda-RS350000-id-2439047877/,-8.137974,-34.909351,R$ 350.000,Não informado,Não informado,69,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-160m2-venda-RS730000-id-1041470740/,-8.139463,-34.909169,R$ 730.000,R$ 2.500,R$ 1.500,160,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-235m2-venda-RS2900000-id-2436547379/,-8.13173,-34.902409,R$ 2.900.000,,R$ 1.300,235,4,6,4 suítes,4
https://www.vivareal.com.br/imoveis-lancamento/morada-antonio-de-castro-7033/,-8.027896,-34.915849,R$ 310.000,,,58,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-96m2-venda-RS370000-id-72429149/,-8.128095,-34.906855,R$ 370.000,R$ 1.390,R$ 940,96,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-126m2-venda-RS495000-id-2443823176/,-8.121334,-34.901634,R$ 495.000,R$ 3.048,R$ 976,126,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-93m2-venda-RS820200-id-2445766284/,-8.108827,-34.893062,R$ 820.200,Não informado,Não informado,93,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-51m2-venda-RS340000-id-1040751717/,-8.123048,-34.903348,R$ 340.000,,R$ 400,51,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-97m2-venda-RS890000-id-1040553532/,-8.114811,-34.901614,R$ 890.000,,R$ 500,97,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-50m2-venda-RS360000-id-1039600676/,-8.119691,-34.895561,R$ 360.000,Não informado,Não informado,50,2,1,,1
https://www.vivareal.com.br/imoveis-lancamento/jardins-tamarineira-2434317478/,-8.028646,-34.907147,R$ 290.000,,,47,2,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-110m2-venda-RS390000-id-2445715086/,-8.114444,-34.90024,R$ 390.000,Não informado,Não informado,110,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-460m2-venda-RS4300000-id-1039182217/,-8.112154,-34.890286,R$ 4.300.000,R$ 15.167,R$ 4.300,460,4,1,4 suítes,5
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-82m2-venda-RS490000-id-2446867177/,-8.108156,-34.893136,R$ 490.000,Não informado,Não informado,82,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-115m2-venda-RS570000-id-2444166780/,-8.128754,-34.906523,R$ 570.000,,R$ 750,115,3,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-50m2-venda-RS315000-id-1040932647/,-8.139186,-34.906012,R$ 315.000,R$ 1.040,R$ 590,50,2,2,1 suíte,1
https://www.vivareal.com.br/imoveis-lancamento/praca-da-sequoias-2435830820/,-8.036461,-34.935373,R$ 220.000,,,42,2,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-108m2-venda-RS530000-id-1697665480/,-8.117953,-34.896618,R$ 530.000,R$ 300,R$ 750,108,3,1,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-280m2-venda-RS2600000-id-2443300781/,-8.140397,-34.90313,R$ 2.600.000,R$ 1,R$ 2.500,280,4,6,4 suítes,3
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-91m2-venda-RS300000-id-2445973724/,-8.109376,-34.896101,R$ 300.000,,R$ 750,91,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS499000-id-2442261087/,-8.107593,-34.891537,R$ 499.000,R$ 1.000,R$ 790,136,3,1,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-183m2-venda-RS1730000-id-2443567100/,-8.111338,-34.891339,R$ 1.730.000,R$ 785,R$ 1.440,183,4,6,5 suítes,3
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-214m2-venda-RS900000-id-2443913877/,-8.119069,-34.89532,R$ 900.000,Não informado,Não informado,214,4,4,3 suítes,3
https://www.vivareal.com.br/imoveis-lancamento/edf-village-cidade-das-palmeiras-2438394194/,-8.0405,-34.945457,R$ 279.000,,,54,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-240m2-venda-RS1500000-id-2441911021/,-8.150673,-34.908557,R$ 1.500.000,R$ 4.500,R$ 1.450,240,4,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-47m2-venda-RS270000-id-2445767907/,-8.133961,-34.910383,R$ 270.000,,R$ 360,47,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-47m2-venda-RS357000-id-1041067010/,-8.133892,-34.909813,R$ 357.000,,R$ 300,47,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-81m2-venda-RS549000-id-2445433736/,-8.106539,-34.891939,R$ 549.000,Não informado,Não informado,81,3,1,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-83m2-venda-RS490000-id-1361615478/,-8.130087,-34.906507,R$ 490.000,R$ 1.400,R$ 600,83,2,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-84m2-venda-RS680000-id-2444045189/,-8.115011,-34.898948,R$ 680.000,R$ 2.598,R$ 490,84,3,2,1 suíte,2
https://www.vivareal.com.br/imoveis-lancamento/edf-praca-das-nogueiras-9844/,-8.040809,-34.944128,R$ 292.000,,,62,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-82m2-venda-RS450000-id-2441720004/,-8.106467,-34.89215,R$ 450.000,,R$ 650,82,3,3,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-151m2-venda-RS498000-id-91359985/,-8.12323,-34.897359,R$ 498.000,R$ 4.211,R$ 1.200,151,3,2,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS750000-id-94168383/,-8.12719,-34.903849,R$ 750.000,,R$ 890,136,4,,,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-175m2-venda-RS1480000-id-2446112180/,-8.111453,-34.896467,R$ 1.480.000,Não informado,Não informado,175,4,5,4 suítes,3
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-108m2-venda-RS760000-id-2443956879/,-8.142477,-34.908107,R$ 760.000,,R$ 790,108,3,3,1 suíte,2
https://www.vivareal.com.br/imoveis-lancamento/aurelino-melo-2444037073/,-8.039272,-34.883698,R$ 399.000,,,63,3,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-401m2-venda-RS5000000-id-95260486/,-8.132863,-34.900505,R$ 5.000.000,R$ 14.302,R$ 3.150,401,4,5,4 suítes,5
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-185m2-venda-RS1263234-id-2445562975/,-8.116261,-34.899047,R$ 1.263.234,Não informado,Não informado,185,4,6,4 suítes,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-108m2-venda-RS370000-id-68353994/,-8.115728,-34.898923,R$ 370.000,R$ 1.661,R$ 850,108,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-64m2-venda-RS450000-id-2446396274/,-8.111992,-34.89971,R$ 450.000,R$ 1.200,R$ 400,64,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-107m2-venda-RS320000-id-1884515477/,-8.116762,-34.899338,R$ 320.000,R$ 1.277,R$ 700,107,3,3,1 suíte,1
https://www.vivareal.com.br/imoveis-lancamento/reserva-villa-natal-seringueiras-10903/,-8.108584,-34.992779,R$ 135.389,,,43,2,1,,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-84m2-venda-RS750000-id-2445792594/,-8.115011,-34.898948,R$ 750.000,Não informado,Não informado,84,3,2,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-110m2-venda-RS410000-id-2429323291/,-8.115954,-34.897245,R$ 410.000,R$ 2.230,R$ 850,110,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-57m2-venda-RS299000-id-2327975473/,-8.13069,-34.90984,R$ 299.000,,R$ 500,57,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-60m2-venda-RS350000-id-2444204820/,-8.126645,-34.906249,R$ 350.000,R$ 2.000,R$ 550,60,2,3,1 suíte,1
https://www.vivareal.com.br/imoveis-lancamento/praca-da-magnolias-2435832088/,-8.048752,-34.928204,R$ 295.000,,,60,3,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-187m2-venda-RS800000-id-94165084/,-8.120644,-34.896192,R$ 800.000,,R$ 850,187,4,,,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-136m2-venda-RS775000-id-2445896725/,-8.108993,-34.896935,R$ 775.000,Não informado,Não informado,136,4,4,2 suítes,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-118m2-venda-RS440000-id-2443903105/,-8.133103,-34.904853,R$ 440.000,R$ 1.300,R$ 777,118,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-111m2-venda-RS700000-id-2446116885/,-8.119629,-34.898599,R$ 700.000,,R$ 900,111,3,4,2 suítes,2
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-150m2-venda-RS879000-id-2445802677/,-8.13524,-34.902668,R$ 879.000,,R$ 1.230,150,4,4,3 suítes,2
https://www.vivareal.com.br/imoveis-lancamento/villa-santorini-4574/,-8.052629,-34.910596,R$ 520.000,,,84,3,2,1 suíte,2
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-148m2-venda-RS750000-id-2444568575/,-8.126543,-34.897662,R$ 750.000,,R$ 650,148,3,1,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-118m2-venda-RS420000-id-2443809076/,-8.133103,-34.904853,R$ 420.000,R$ 1.302,R$ 777,118,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-82m2-venda-RS420000-id-2445712798/,-8.145048,-34.90714,R$ 420.000,R$ 2.500,R$ 650,82,2,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-viagem-bairros-recife-com-garagem-156m2-venda-RS950000-id-2446130482/,-8.111277,-34.897938,R$ 950.000,,R$ 800,156,4,2,3 suítes,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-57m2-venda-RS360000-id-2445680376/,-8.109175,-34.897957,R$ 360.000,R$ 300,R$ 650,57,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-77m2-venda-RS360000-id-1039733787/,-8.116408,-34.897358,R$ 360.000,R$ 1.400,R$ 950,77,2,3,1 suíte,1
https://www.vivareal.com.br/imoveis-lancamento/parque-recanto-das-garcas-1041393418/,-8.18838,-34.934248,R$ 150.898,,,40,2,1,,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-110m2-venda-RS230000-id-2446111994/,-8.131507,-34.911896,R$ 230.000,,R$ 120,110,3,2,,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-119m2-venda-RS750000-id-2443467319/,-8.114849,-34.89194,R$ 750.000,R$ 2.440,R$ 1.150,119,3,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-65m2-venda-RS342000-id-2445781981/,-34.906852,-8.124635,R$ 342.000,R$ 1.159,R$ 550,65,3,2,2 suítes,2
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-53m2-venda-RS430000-id-2445773479/,-8.11168,-34.895993,R$ 430.000,R$ 116,R$ 500,53,2,2,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-viagem-bairros-recife-com-garagem-59m2-venda-RS385000-id-2446823924/,-8.109175,-34.897957,R$ 385.000,Não informado,Não informado,59,3,3,1 suíte,1
https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-viagem-bairros-recife-com-garagem-52m2-venda-RS270000-id-2445782886/,-8.135739,-34.908213,R$ 270.000,,R$ 380,52,2,2,1 suíte,1
https://www.vivareal.com.br/imoveis-lancamento/edificio-costa-rica-2446630675/,-8.189428,-34.930386,R$ 449.000,,,95,3,1,1 suíte,2
